id,title,price,link,image_link,brand,availability,description,condition,google_product_category,sale_price,gender,age_group,pharma_reg_number
0,Полисорб МП порошок для приема внутрь 12 г 1 шт,299.00 RUB,https://www.eapteka.ru/spb/goods/id101412/,https://www.eapteka.ru/upload/offer_photo/101/412/1.jpeg?t=1552661289&quality=95&sign=31e7a5436356f7ad8e44e8c73bd61f51&type=album,Полисорб АО,in stock,,new,Мощный сорбент нового поколения, основное действующее вещество которого диоксид кремнияp,Сорбенты,250.00 RUB,unisex,adult,П N012507/01
